Congress,Commitee,Agency,Count
106,306,Department of Defense,3
106,306,International Monetary Fund,1
106,306,Department of Commerce,1
106,306,Department of the Interior,1
106,306,Department of Veterans Affairs,2
106,332,Department of Commerce,1
106,332,Environmental Protection Agency,23
106,332,Appalachian Regional Commission,1
106,306362388,Agency for Healthcare Research and Quality,1
106,306362388,Department of Veterans Affairs,1
106,332,Tennessee Valley Authority,4
106,306332,General Accounting Office,2
106,306321,Department of Transportation,2
106,306358,Department of Justice,2
106,321,Federal Communications Commission,9
106,321,Department of Justice,5
106,321,Department of Commerce,11
106,321,Department of Agriculture,3
106,321,Department of the Treasury,2
106,321,Federal Trade Commission,18
106,321,Department of Transportation,20
106,321,Government Printing Office,1
106,321,National Commission on Libraries and Information Science,1
106,321,Surface Transportation Board,2
106,321,Executive Office of the President,1
106,321,National Oceanic and Atmospheric Administration,4
106,321,National Science Foundation,1
106,321,Office of Science and Technology,2
106,321,Federal Bureau of Investigation,1
106,321,National Aeronautics and Space Administration,4
106,321,National Endowment for the Humanities,1
106,321,Department of State,1
106,321,Arms Control and International Security,1
106,321,Financial Management Service,1
106,321,Federal Maritime Commission,1
106,321,Corporation for Public Broadcasting,4
106,321,Federal Railroad Administration,1
106,321,National Highway Traffic Safety Administration,1
106,321,General Accounting Office,2
106,321,Federal Aviation Administration,2
106,321,United States Customs Service,1
106,321,United States Coast Guard,1
106,321,Centers for Disease Control and Prevention,1
106,330,Department of Energy,1
106,330,Environmental Protection Agency,1
106,330,Federal Trade Commission,1
106,330,Library of Congress,1
106,332,Department of the Interior,5
106,332,Nuclear Regulatory Commission,9
106,332,General Accounting Office,4
106,332,Chemical Safety and Hazard Investigation Board,2
106,332,Department of Transportation,9
106,332,Mississippi River Commission,3
106,332,Council on Environmental Quality,3
106,332,Department of the Army,2
106,332,Federal Highway Administration,1
106,332,National Highway Traffic Safety Administration,1
106,332,Federal Transit Administration,1
106,332,National Oceanic and Atmospheric Administration,1
106,332,United States Geological Survey,1
106,332,United States Army Corps of Engineers,4
106,332,Department of Health and Human Services,1
106,332,Department of Defense,3
106,332,Administration and Resources Management,1
106,338,Department of State,45
106,332,Office of Research and Development,1
106,332,United States Fish and Wildlife Service,1
106,332,Department of Justice,2
106,332,Department of Energy,1
106,332,General Services Administration,3
106,338,General Accounting Office,3
106,338,United States Advisory Commission on Public Diplomacy,1
106,338,Department of Agriculture,1
106,338,Department of Commerce,4
106,338,Department of Defense,3
106,338,United States Agency for International Development,3
106,338,Bureau of Consular Affairs,1
106,338,Department of Justice,3
106,338,Federal Bureau of Investigation,2
106,338,United Nations,8
106,338,Department of Energy,2
106,338,Central Intelligence Agency,6
106,338,Peace Corps,1
106,338,Office of National Drug Control Policy,1
106,338,Office of Science and Technology,1
106,338,Department of the Treasury,3
106,338,Broadcasting Board of Governors,3
106,338,Arms Control and International Security,1
106,344,United States Postal Service,9
106,344,General Accounting Office,17
106,344,Securities and Exchange Commission,4
106,344,Administration for Children and Families,1
106,344,Office of Management and Budget,6
106,344,Arms Control and International Security,2
106,344,Department of Defense,5
106,344,Department of Education,1
106,344,Department of Health and Human Services,2
106,344,Department of Agriculture,2
106,344,National Institutes of Health,1
106,344,United Nations,1
106,344,Federal Bureau of Investigation,5
106,344,Small Business Administration,1
106,344,Department of Energy,6
106,344,Department of Commerce,2
106,344,Department of State,2
106,344,Central Intelligence Agency,2
106,344,Department of Transportation,2
106,344,Department of the Treasury,1
106,344,General Services Administration,1
106,344,National Aeronautics and Space Administration,2
106,344,Energy Information Administration,1
106,344,Office of Personnel Management,4
106,344,Federal Labor Relations Authority,1
106,344,Office of Government Ethics,1
106,344,Secret Service,1
106,344,Department of Housing and Urban Development,2
106,344,Environmental Protection Agency,1
106,344,National Archives and Records Administration,1
106,344,Library of Congress,1
106,358,Federal Communications Commission,1
106,358,Department of Justice,42
106,358,"Bureau of Alcohol, Tobacco and Firearms",2
106,358,Office of Environmental Management,1
106,358,Department of State,4
106,358,Federal Trade Commission,7
106,358,Bureau of Prisons,3
106,358,Department of Defense,3
106,358,National Transportation Safety Board,3
106,358,Federal Bureau of Investigation,11
106,358,Library of Congress,1
106,358,Department of Health and Human Services,2
106,358,Department of the Treasury,2
106,358,United States Customs Service,5
106,358,General Accounting Office,4
106,358,Social Security Administration,3
106,358,Secret Service,2
106,358,National Institutes of Health,1
106,358,Drug Enforcement Administration,3
106,358,Department of the Navy,2
106,358,Department of Agriculture,2
106,358,Department of Energy,5
106,358,United States Sentencing Commission,2
106,358,Federal Election Commission,2
106,384,Federal Trade Commission,1
106,384,Small Business Administration,12
106,384,Internal Revenue Service,1
106,384,General Accounting Office,5
105,164,Small Business Administration,1
105,164,Department of the Interior,28
106,384,Department of Agriculture,1
106,384,Department of Energy,1
106,384,Department of the Treasury,2
106,384,Department of Housing and Urban Development,1
106,384,Environmental Protection Agency,1
106,384,Department of Justice,1
106,384,Department of Transportation,1
106,384,Department of the Air Force,1
106,-,Department of Defense,3
106,-,General Accounting Office,1
106,-,Department of Justice,1
106,-,Office of National Drug Control Policy,1
106,-,Office of the United States Trade Representative,1
105,164,Bureau of Land Management,15
105,182,Office of Science and Technology,1
105,182,National Aeronautics and Space Administration,1
105,182,Library of Congress,1
105,164,Department of Agriculture,19
105,164,Forest Service,9
105,104164,Environmental Protection Agency,1
105,104164,Department of the Interior,1
105,104138,Department of Labor,1
105,164,National Park Service,13
105,104164,Bureau of Land Management,1
105,104164,Forest Service,1
105,164,General Accounting Office,5
105,104,National Institutes of Health,1
105,196,Office of Personnel Management,1
105,104115164,Department of Agriculture,2
105,104115164,General Accounting Office,1
105,104196,Social Security Administration,1
105,138,Department of Veterans Affairs,4
105,138,Department of Defense,11
105,138,Food and Drug Administration,4
105,138,Animal and Plant Health Inspection Service,1
105,138,National Institutes of Health,3
105,138,General Accounting Office,33
105,138,Office of Management and Budget,13
105,138,Solid Waste and Emergency Response,1
105,138,Department of Health and Human Services,11
105,138,Bureau of International Narcotics and Law Enforcement Affairs,3
105,138,Department of State,4
105,138,Department of Labor,3
105,138,Department of Transportation,3
105,138,Drug Enforcement Administration,6
105,138,Department of Justice,5
105,138,Office of Personnel Management,4
105,138,Office of National Drug Control Policy,3
105,138,Department of Housing and Urban Development,3
105,138,Department of Education,3
105,138,United States Coast Guard,4
105,138,James Madison Memorial Fellowship Foundation,1
105,138,Social Security Administration,1
105,138,Department of Agriculture,2
105,138,Centers for Disease Control and Prevention,3
105,138,Agency for Health Care Policy and Research,1
105,138,United States Postal Service,6
105,138,Internal Revenue Service,6
105,138,Environmental Protection Agency,2
105,138,Small Business Administration,1
105,138,Central Intelligence Agency,1
105,138,General Services Administration,3
105,138,Office of Government Ethics,1
105,138,Government Printing Office,2
105,138,National Guard Bureau,1
105,138,Department of Commerce,2
105,138,United States Army Corps of Engineers,2
105,138,Department of the Treasury,2
105,138,Federal Bureau of Investigation,1
105,138,United States Customs Service,4
105,138,National Labor Relations Board,2
105,138,Department of Energy,1
105,196,Department of Labor,3
105,138,National Security Council,2
105,164,Department of Commerce,14
105,196,Department of Health and Human Services,5
105,196,General Accounting Office,33
105,196,Department of the Treasury,14
105,164,Office of Surface Mining Reclamation and Enforcement,1
105,164,United States Geological Survey,3
105,164,Minerals Management Service,2
105,164,Council on Environmental Quality,3
105,164,United States Fish and Wildlife Service,7
105,164,Bureau of Reclamation,10
105,164,Department of State,2
105,164,General Services Administration,2
105,164,Department of Energy,1
105,164,Environmental Protection Agency,2
105,164,Advisory Council on Historic Preservation,1
105,164,Surface Transportation Board,1
105,164,Federal Aviation Administration,1
105,164,Department of Defense,1
105,164,Department of Transportation,1
105,164,Department of Justice,1
105,164,National Science Foundation,1
105,164,Federal Highway Administration,1
105,164,National Oceanic and Atmospheric Administration,1
105,196,Office of the United States Trade Representative,11
105,196,Department of Education,2
105,196,Internal Revenue Service,16
105,196,Social Security Administration,10
105,196,Department of State,9
105,196,United States Customs Service,4
105,196,Department of Commerce,2
105,196,Federal Bureau of Investigation,1
105,196,Department of Housing and Urban Development,1
105,196,Pension Benefit Guaranty Corporation,1
105,196,Administration for Children and Families,5
105,196,Department of Agriculture,1
105,196,Agency for Health Care Policy and Research,1
105,196,Department of Justice,1
105,196,Federal Communications Commission,1
105,196,Social Security Advisory Board,1
105,-,Forest Service,11
105,-,Office of Management and Budget,2
105,-,United States Fish and Wildlife Service,1
105,306,Department of Agriculture,1
105,332,Department of Transportation,3
105,306,Department of Health and Human Services,16
105,332,General Accounting Office,1
105,306,Department of Defense,2
105,306,Department of Education,3
105,306,Department of State,4
105,306,United States Information Agency,2
105,306332,General Accounting Office,1
105,306332,Department of Transportation,1
105,332,Environmental Protection Agency,13
105,332,Department of Justice,1
105,306,Department of Justice,4
105,306,Central Intelligence Agency,1
105,332,Federal Highway Administration,1
105,306332,Department of the Army,1
105,306332,Federal Emergency Management Agency,1
105,306,Department of Energy,1
105,306,Department of Transportation,5
105,306,Surface Transportation Board,1
105,306,National Railroad Passenger Corporation,1
105,336,Department of the Treasury,1
105,336,Internal Revenue Service,5
105,306,United States Agency for International Development,1
105,338,Department of State,6
105,338,Department of the Treasury,2
105,306,Internal Revenue Service,2
105,306,Centers for Disease Control and Prevention,2
105,306,Federal Bureau of Investigation,1
105,338,General Accounting Office,1
105,306,Department of Labor,1
105,306,National Institutes of Health,1
105,306330,Department of the Interior,3
105,306,Nuclear Regulatory Commission,3
105,306332,Department of Commerce,2
105,306332,General Services Administration,1
105,306,Federal Aviation Administration,1
105,306,General Accounting Office,1
105,306,Department of Commerce,1
105,332,Tennessee Valley Authority,1
105,332,National Oceanic and Atmospheric Administration,2
105,332,Federal Emergency Management Agency,2
105,332,United States Fish and Wildlife Service,2
105,332,Executive Office of the President,1
105,332,Department of the Interior,5
105,332,Department of Commerce,2
105,332,United States Geological Survey,1
105,332,General Services Administration,3
105,332,Centers for Disease Control and Prevention,1
105,332,Department of the Army,2
105,332,Chemical Safety and Hazard Investigation Board,1
105,332,United Nations,1
105,338,Central Intelligence Agency,2
105,338,National Security Council,1
105,338,Joint Chiefs of Staff,1
105,338,United Nations,1
105,338,Department of Justice,1
105,344,Department of Commerce,9
105,344,General Accounting Office,8
105,344,Department of Health and Human Services,9
105,344,Federal Bureau of Investigation,1
105,344,Department of Defense,4
105,344,Office of Management and Budget,3
105,344,Federal Reserve,1
105,344,General Services Administration,1
105,344,United States Institute of Peace,1
105,344,Department of State,2
105,344,Securities and Exchange Commission,1
105,344,National Aeronautics and Space Administration,2
105,344,United States Postal Service,4
105,344,Federal Trade Commission,2
105,344,Federal Communications Commission,2
105,344,Food and Drug Administration,1
105,344,United States Customs Service,1
105,344,Centers for Disease Control and Prevention,1
105,344,Department of Justice,1
105,344,Office of Personnel Management,2
105,344,Department of the Interior,1
105,344,Federal Retirement Thrift Investment Board,1
105,344,Office of Surface Mining Reclamation and Enforcement,1
105,344,Social Security Administration,1
105,380,Federal Election Commission,4
105,-,United States Customs Service,2
105,-,Department of Justice,3
105,-,Federal Bureau of Investigation,1
105,-,Office of National Drug Control Policy,2
105,-,General Accounting Office,1
104,182,General Accounting Office,1
104,182,Department of Energy,2
113,305,National Oceanic and Atmospheric Administration,1
113,305,Department of Agriculture,4
113,305,Department of Education,1
113,435306,Department of the Interior,1
113,435306,Department of Health and Human Services,1
113,306308,Department of Defense,8
113,306308,National Nuclear Security Administration,1
113,306308,Department of Energy,5
113,306,Department of Defense,3
113,308,Department of Defense,21
113,308,Department of the Army,2
113,308,Department of the Navy,2
113,308,Department of the Air Force,2
113,306,Office of Management and Budget,1
113,306,Department of Education,1
113,306,Department of Housing and Urban Development,1
113,306,Department of Homeland Security,8
113,306,Department of State,2
113,306,National Aeronautics and Space Administration,1
113,306,Federal Emergency Management Agency,2
113,306,Department of Justice,2
113,306,Department of Commerce,2
113,306,National Institute of Standards and Technology,5
113,306,Federal Bureau of Investigation,1
113,306330,Department of Energy,1
113,306,Department of Transportation,2
112,164,Department of the Interior,43
113,306321,Office of Science and Technology,2
113,306338,Department of State,1
113,306338,United States Agency for International Development,1
113,306362,Department of Labor,2
113,306362,Forest Service,1
113,306308,Defense Advanced Research Projects Agency,1
113,306,Department of Health and Human Services,2
113,306330,Department of the Interior,1
113,306330,Department of Agriculture,1
113,306321,Consumer Product Safety Commission,1
113,306321,Department of Commerce,2
113,306321,Department of Transportation,2
113,306321,Federal Motor Carrier Safety Administration,1
113,306,United States Customs and Border Protection,2
113,308,Defense Advanced Research Projects Agency,1
113,308,Department of Energy,4
113,314,Consumer Financial Protection Bureau,7
113,314,Department of the Treasury,12
113,314,Federal Deposit Insurance Corporation,9
113,314,Office of the Comptroller of the Currency,9
113,314,Federal Reserve,17
113,314,Securities and Exchange Commission,5
113,308,Joint Chiefs of Staff,5
113,308,United States Coast Guard,2
113,308,United Nations,1
113,308,National Nuclear Security Administration,1
113,308,Department of Veterans Affairs,2
113,308321,National Aeronautics and Space Administration,1
112,113,Consumer Financial Protection Bureau,10
113,314,Department of Transportation,4
113,314,Federal Housing Finance Agency,5
113,314,Department of Commerce,2
113,314,Department of State,2
113,314,Department of Defense,1
113,314,Department of Homeland Security,4
113,314,Federal Trade Commission,2
113,314,Department of Housing and Urban Development,3
113,314,Secret Service,2
113,314,Federal Energy Regulatory Commission,1
113,314,Export-Import Bank of the United States,1
113,321,National Highway Traffic Safety Administration,4
113,314,Federal Transit Administration,1
112,128,Federal Communications Commission,29
113,314,National Credit Union Administration,1
113,321,Department of Commerce,16
113,314,Department of Justice,1
113,316,Office of Management and Budget,1
113,321,National Transportation Safety Board,7
113,321,Pipeline and Hazardous Materials Safety Administration,1
113,321,Consumer Financial Protection Bureau,2
113,321,Federal Trade Commission,8
112,113,Department of Housing and Urban Development,29
113,321,United States Coast Guard,3
113,321344,Department of Commerce,1
113,321344,Department of Homeland Security,1
112,113,Department of the Treasury,20
113,321,Department of the Interior,2
113,321,Federal Communications Commission,11
113,321,Department of Transportation,24
113,321,Department of Education,1
112,113,Federal Deposit Insurance Corporation,15
113,321,General Services Administration,1
113,321,National Aeronautics and Space Administration,5
113,321,Surface Transportation Board,1
113,321,Gulf Coast Ecosystem Restoration Council,1
113,321,Agricultural Marketing Service,1
113,321,Consumer Product Safety Commission,2
113,321,Federal Aviation Administration,3
113,332,Environmental Protection Agency,25
113,321,Department of Homeland Security,2
113,321,Department of State,1
113,321,Department of the Army,1
113,330,Department of Energy,11
113,330,Bureau of Reclamation,7
113,330,Federal Energy Regulatory Commission,6
113,330,Department of Agriculture,9
113,330,Department of the Interior,17
113,330,Bureau of Land Management,6
113,330,Department of Commerce,2
113,330,Department of State,2
113,330,Department of Defense,1
113,330,United States Army Corps of Engineers,1
113,330,Bureau of Ocean Energy Management,1
113,332,United States Army Corps of Engineers,3
113,332,Nuclear Regulatory Commission,19
113,332,Department of Transportation,6
113,332,United States Fish and Wildlife Service,6
113,332,Council on Environmental Quality,2
113,332,Department of Energy,1
113,332,Department of the Interior,1
113,332,Department of Commerce,1
113,332,General Services Administration,1
113,332,Office of Water,1
113,332,Executive Office of the President,1
112,113,Federal Reserve,27
113,332,Chemical Safety and Hazard Investigation Board,1
113,332,Tennessee Valley Authority,2
113,332362,Department of Labor,1
113,332362,Environmental Protection Agency,1
113,336,Centers for Medicare and Medicaid Services,5
113,435,Department of the Interior,22
113,336,Department of the Treasury,4
113,336,Internal Revenue Service,6
113,336,Social Security Administration,4
113,336,Department of Health and Human Services,1
113,336,Alcohol and Tobacco Tax and Trade Bureau,1
113,338,Department of State,64
113,338,United Nations,3
113,338,United States Agency for International Development,16
113,338,Department of Defense,16
113,338,United States Institute of Peace,3
113,338,Department of Labor,2
113,338,Office of the United States Trade Representative,2
113,338,Bureau of International Narcotics and Law Enforcement Affairs,2
113,338,Library of Congress,1
113,338,Department of Commerce,1
113,338,Department of the Treasury,4
112,128,Nuclear Regulatory Commission,19
113,435,Department of Health and Human Services,6
113,338,United States Fish and Wildlife Service,1
113,338,Department of Justice,2
113,338,Department of Energy,1
113,338,Overseas Private Investment Corporation,1
113,338,Export-Import Bank of the United States,1
113,338,Department of Homeland Security,1
112,113,National Credit Union Administration,3
113,362,Department of Education,2
113,362,Department of Labor,1
113,362,Department of Health and Human Services,2
113,362,National Labor Relations Board,7
113,362,Centers for Medicare and Medicaid Services,1
113,344,Department of Homeland Security,49
113,362,Office of Management and Budget,1
113,362,Centers for Disease Control and Prevention,1
113,362,Food and Drug Administration,1
113,344,United States Postal Service,9
113,344,Office of Management and Budget,14
113,344,Department of the Treasury,5
113,344,Internal Revenue Service,1
113,344,Office of the Comptroller of the Currency,1
113,344,Department of Commerce,4
113,344,Department of Health and Human Services,5
113,344,Social Security Administration,5
113,344,General Services Administration,8
113,344,Consumer Financial Protection Bureau,1
113,344,Small Business Administration,2
113,344,Department of Justice,10
113,344,Centers for Medicare and Medicaid Services,3
113,344,Trade and Development Agency,1
113,344,Overseas Private Investment Corporation,1
113,344,Acquisition and Project Management,1
113,344,Department of Energy,4
113,344,Defense Nuclear Facilities Safety Board,1
113,344,Library of Congress,3
113,344,Office of Personnel Management,8
113,344,Department of Defense,8
113,344,Department of Transportation,3
113,344,Council of the Inspectors General on Integrity and Efficiency,1
113,344,Office of Special Counsel,3
113,344,Office of the Director of National Intelligence,5
113,344,United States Customs and Border Protection,1
113,344,National Guard Bureau,3
112,134,Department of State,86
113,344,Postal Regulatory Commission,3
113,344,Federal Trade Commission,1
112,134,Department of Defense,11
112,134,Bureau of International Narcotics and Law Enforcement Affairs,2
113,344,United States Agency for International Development,3
113,344,Export-Import Bank of the United States,1
113,344,Appalachian Regional Commission,1
113,344,Department of State,3
113,344,Federal Labor Relations Authority,5
113,344,Department of the Army,2
113,344,Department of Housing and Urban Development,2
113,344,Central Intelligence Agency,1
113,344,Recovery Accountability and Transparency Board,1
113,344,Department of Agriculture,2
113,344,National Aeronautics and Space Administration,1
113,344,Department of Veterans Affairs,2
113,344,Federal Emergency Management Agency,2
113,344,National Park Service,1
113,344,Federal Bureau of Investigation,1
113,344,Office of National Drug Control Policy,1
113,344,Nuclear Regulatory Commission,1
113,344,Department of the Air Force,1
113,344,Department of the Navy,1
113,344,Centers for Disease Control and Prevention,1
113,344,Administration for Children and Families,1
113,435,Department of Housing and Urban Development,2
113,435,Department of Agriculture,1
113,435,Administration for Children and Families,1
113,435,Department of Energy,1
113,435,Department of Education,3
113,435,Bureau of Indian Affairs,2
113,435,Department of Transportation,1
113,435,Department of Justice,2
113,435,Department of the Treasury,1
113,435,National Indian Gaming Commission,2
113,435,Department of Homeland Security,1
113,435,Department of Defense,1
113,435,Substance Abuse and Mental Health Services Administration,1
113,435,Indian Health Service,1
113,432,Central Intelligence Agency,3
113,358,Commission on Civil Rights,1
113,358,Department of Homeland Security,1
113,358,Federal Trade Commission,4
113,358,Department of Justice,18
113,358,Internal Revenue Service,1
113,358,Office of Policy,1
112,128,Environmental Protection Agency,23
112,128,Department of Agriculture,6
113,358,Federal Bureau of Investigation,3
113,358,National Archives and Records Administration,1
113,358,United States Patent and Trademark Office,1
113,358,Secret Service,1
112,128,Federal Energy Regulatory Commission,12
112,128,Department of Energy,28
112,128,Office of Management and Budget,4
113,358,Federal Communications Commission,2
112,128,Food and Drug Administration,11
113,358,Bureau of Prisons,1
113,358,Office of the Director of National Intelligence,1
113,432,Department of Homeland Security,1
113,432,Department of Justice,1
112,113,Federal Housing Finance Agency,7
113,384,National Science Foundation,1
113,384,Department of Education,2
113,384,Department of Labor,1
113,384,Small Business Administration,21
113,384,Federal Reserve,1
113,384,Social Security Administration,1
113,384,United States Citizenship and Immigration Services,1
113,384,Department of the Treasury,1
113,384,Department of Health and Human Services,1
113,384,Department of Commerce,2
113,384,Department of Defense,3
113,384,General Services Administration,1
113,384,Department of Homeland Security,2
113,384,Office of Management and Budget,1
113,384,Department of Energy,3
113,384,Department of Transportation,2
113,384,National Institutes of Health,1
113,388,Department of Veterans Affairs,25
113,388,Department of Defense,1
113,388,Civil Rights Division,1
113,388,Consumer Financial Protection Bureau,1
112,128,Department of Commerce,13
113,388,National Institutes of Health,1
113,316,Department of Transportation,1
113,316,Office of Science and Technology,1
113,507,Bureau of Labor Statistics,3
113,507,Federal Reserve,2
112,128,Centers for Medicare and Medicaid Services,11
112,251,Department of State,5
112,251,Department of Homeland Security,108
112,102,Department of Agriculture,14
112,102173,Department of Agriculture,1
112,102173,Environmental Protection Agency,1
112,102,Environmental Protection Agency,3
112,102,Farm Credit Administration,1
112,102,Federal Agricultural Mortgage Corporation,1
112,102,Federal Reserve,1
112,164102,Department of the Interior,1
112,164102,Department of Agriculture,2
112,164102,Environmental Protection Agency,1
112,164102,Department of Commerce,1
112,102,Bureau of Land Management,1
112,128,Bureau of Land Management,3
112,104251,Department of Homeland Security,5
112,104164,Department of the Interior,1
112,104164,United States Geological Survey,1
112,104164,Bureau of Land Management,2
112,104164,Department of Agriculture,1
112,104192,Department of Veterans Affairs,2
112,104182,Department of Energy,1
112,104134,United States Agency for International Development,2
112,104134,Department of State,2
112,104173,Department of Transportation,1
112,104173,Federal Aviation Administration,1
112,106,Department of Defense,54
112,106,Defense Commissary Agency,2
112,106,Joint Chiefs of Staff,12
112,106,Defense Advanced Research Projects Agency,2
112,106,Small Business Administration,1
112,164,Department of Agriculture,21
112,164,Bureau of Land Management,20
112,106,Missile Defense Agency,2
112,106,Department of Energy,6
112,106,Defense Nuclear Facilities Safety Board,2
112,106,Department of State,1
112,106,Department of Justice,1
112,106,National Guard Bureau,2
112,106,Department of Commerce,1
112,106,Federal Communications Commission,1
112,106,National Oceanic and Atmospheric Administration,1
112,106,Department of the Army,2
112,106,Department of the Air Force,2
112,106,Department of the Navy,2
112,106,United States International Trade Commission,1
112,106,Arms Control and International Security,1
112,106,United Nations,1
112,106,National Nuclear Security Administration,1
112,106,Department of Veterans Affairs,1
112,106,Office of Management and Budget,1
112,106,National Aeronautics and Space Administration,1
112,124,National Labor Relations Board,2
112,124,Department of Labor,15
112,128,Federal Trade Commission,9
112,128,Consumer Product Safety Commission,9
112,124,Department of Education,6
112,124,Department of Health and Human Services,2
112,128,National Institutes of Health,1
112,128,Department of Health and Human Services,18
112,128,Energy Information Administration,3
112,124,Pension Benefit Guaranty Corporation,2
112,128,Rural Utilities Service,1
112,128,Department of Homeland Security,8
112,128,Office of National Drug Control Policy,1
112,128,Drug Enforcement Administration,1
112,128,United States Geological Survey,1
112,128,Secret Service,1
112,128,Office of Air and Radiation,1
112,128,Department of Defense,5
112,128,Department of Transportation,2
112,128,Library of Congress,2
112,128,Centers for Disease Control and Prevention,1
112,128,Department of the Treasury,1
112,128,Department of State,2
112,128,Administration on Aging,1
112,128,National Highway Traffic Safety Administration,1
112,128,Forest Service,1
112,128,Administration and Resources Management,1
112,113,Federal National Mortgage Associationiation,1
112,113,Securities and Exchange Commission,27
112,113,Government National Mortgage Associationiation,2
112,113,Office of the Comptroller of the Currency,13
112,113,Export-Import Bank of the United States,3
112,113,Secret Service,2
112,113,Federal Trade Commission,2
112,113,Overseas Private Investment Corporation,1
112,113,National Security Council,1
112,113,Federal Bureau of Investigation,1
112,113,Department of Homeland Security,1
112,113,Department of Agriculture,2
112,113138,Securities and Exchange Commission,3
112,113,Department of Education,1
112,113,Securities Investor Protection Corporation,2
112,113,Central Intelligence Agency,1
112,113,Office of Management and Budget,1
112,134,Arms Control and International Security,3
112,134,United Nations,3
112,134,United States Agency for International Development,26
112,134,United States International Trade Commission,1
112,134,Millennium Challenge Corporation,2
112,134,Department of Commerce,1
112,134,Broadcasting Board of Governors,1
112,134,International Atomic Energy Agency,2
112,134,National Security Council,2
112,134,Department of the Treasury,2
112,134,Department of Homeland Security,1
112,134,Peace Corps,6
112,134,Bureau of Industry and Security,1
112,134,National Institutes of Health,1
112,134138,Department of State,3
112,134138,Department of the Treasury,1
112,134,Bureau of Consular Affairs,1
112,134251,Bureau of International Narcotics and Law Enforcement Affairs,1
112,134251,Department of Justice,1
112,134251,Department of Homeland Security,1
112,134,National Aeronautics and Space Administration,1
112,134,Office of Science and Technology,1
112,134,Department of Justice,1
112,134,Department of the Interior,1
112,134,Office of the Director of National Intelligence,1
112,134,Drug Enforcement Administration,1
112,134,Bureau of Diplomatic Security,1
111,106,Department of Justice,1
112,251,Department of Defense,7
112,251,Department of Health and Human Services,2
112,134,Office of the United States Trade Representative,1
111,106,Department of Defense,81
112,134,Federal Bureau of Investigation,2
112,164,Department of Energy,9
112,251,Federal Bureau of Investigation,2
112,251,Transportation Security Administration,16
112,251,Department of Education,1
112,251,Department of Justice,4
112,251,United States Coast Guard,5
112,251,United States Immigration and Customs Enforcement,2
112,251,United States Customs and Border Protection,3
112,251,Federal Communications Commission,2
112,251,Federal Emergency Management Agency,6
112,251,Department of Energy,2
112,251,Bureau of Consular Affairs,2
112,251,General Services Administration,1
112,251,Forest Service,1
112,251,United States Army Corps of Engineers,1
112,251,National Institute of Standards and Technology,1
112,251,Department of Commerce,1
112,251,Federal Energy Regulatory Commission,1
112,251,Public Health Service,1
112,251,Office of the Director of National Intelligence,1
112,164,Environmental Protection Agency,1
112,164,Bureau of Reclamation,6
112,164,Department of Commerce,9
112,138164,Department of the Interior,1
112,138164,Department of Agriculture,1
112,164,Bureau of Ocean Energy Management,4
112,164,Department of Transportation,1
112,164,United States Army Corps of Engineers,3
112,164,Bureau of Indian Affairs,2
112,164,Department of Homeland Security,1
112,164,United States Geological Survey,1
112,164,Forest Service,4
112,164,Bureau of Safety and Environmental Enforcement,2
112,164,United States Coast Guard,2
112,164,Library of Congress,1
112,164,Council on Environmental Quality,2
112,164,Department of Defense,2
112,164,National Endowment for the Humanities,1
112,164,General Services Administration,1
112,164,Animal and Plant Health Inspection Service,1
112,164,National Capital Planning Commission,1
112,164,Department of State,1
112,164,Assistant Secretary for Land and Minerals Management,1
112,164,Department of the Treasury,1
111,124,Department of Education,16
112,138,Department of the Treasury,4
112,138173,National Archives and Records Administration,1
112,138,Department of Education,2
112,138,United States Postal Service,5
112,138,Postal Regulatory Commission,1
112,138,Department of State,12
112,138,Department of Defense,23
112,138,Department of Labor,6
112,138,Office of Personnel Management,5
112,138,Office of Management and Budget,15
112,138,Securities and Exchange Commission,4
112,138,Department of Agriculture,4
112,138,Financial Management Service,1
112,138,Centers for Medicare and Medicaid Services,4
112,138,General Services Administration,9
112,138,Transportation Security Administration,3
112,138,National Archives and Records Administration,2
112,138,Department of Homeland Security,13
112,138,Small Business Administration,2
112,138,Environmental Protection Agency,12
112,138,Department of the Interior,2
112,138,United States Geological Survey,1
112,138,Department of Commerce,3
112,138,Federal Emergency Management Agency,1
112,138,Executive Office of the President,1
112,138,Department of Veterans Affairs,4
112,138,Federal Housing Finance Agency,2
112,138,United States Agency for International Development,7
112,138184,Office of Management and Budget,1
112,138,Consumer Financial Protection Bureau,3
112,138,Food and Drug Administration,1
112,138,Internal Revenue Service,7
112,138,Bureau of Ocean Energy Management,1
112,138,Recovery Accountability and Transparency Board,1
112,138,Department of Justice,5
112,138,National Labor Relations Board,1
112,138,Office of Special Counsel,2
112,138,Federal Deposit Insurance Corporation,1
112,138,Department of Energy,8
112,138,Federal Retirement Thrift Investment Board,1
112,138,Bureau of Labor Statistics,2
112,138,Department of the Air Force,1
112,138,Department of Health and Human Services,2
112,138,National Highway Traffic Safety Administration,2
112,138,Department of Transportation,1
112,138,Office of Policy,1
112,138,Administration for Children and Families,2
112,138,Special Inspector General for Afghanistan Reconstruction,2
112,138,Nuclear Regulatory Commission,5
112,138,Federal Reserve,3
112,138,United States Census Bureau,1
112,138173,Transportation Security Administration,3
112,138173,United States Coast Guard,1
112,138,Bureau of Land Management,1
112,138,Office of National Drug Control Policy,1
112,138,Bureau of Diplomatic Security,1
