Date,Agency,JK Code,UA Code,Parent UA Code,Number of utterances made by the agencies per month
"=""09-2004""",Nuclear Regulatory Commission,245,3150,3150,0
"=""09-2004""",Office of Management and Budget,3,348,300,11
"=""09-2004""",Office of Personnel Management,251,3206,3206,18
"=""09-2004""",Panama Canal Commission,252,3207,3207,0
"=""09-2004""",Peace Corps,9,420,420,0
"=""09-2004""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""09-2004""",Postal Regulatory Commission,256,3211,3211,0
"=""09-2004""",Railroad Retirement Board,259,3220,3220,0
"=""09-2004""",Securities and Exchange Commission,261,3235,3235,15
"=""09-2004""",Selective Service System,262,3240,3240,0
"=""09-2004""",Small Business Administration,263,3245,3245,0
"=""09-2004""",Smithsonian Institution,264,3250,3250,0
"=""09-2004""",Social Security Administration,71,960,960,0
"=""09-2004""",Tennessee Valley Authority,267,3316,3316,0
"=""09-2004""",U.S. Coast Guard,131,1625,1600,0
"=""09-2004""",U.S. Coast Guard,177,2115,2100,0
"=""09-2004""",U.S. Information Agency,229,3116,3116,0
"=""09-2004""",United States Agency for International Development,7,412,412,0
"=""09-2004""",United States International Trade Commission,230,3117,3117,0
"=""09-2004""",United States Postal Service,255,3210,3210,0
"=""09-2005""",Broadcasting Board of Governors,228,3112,3112,0
"=""09-2005""",Commission on Civil Rights,208,3035,3035,0
"=""09-2005""",Commodities Futures Trading Commission,210,3038,3038,0
"=""09-2005""",Consumer Product Safety Commission,211,3041,3041,0
"=""09-2005""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""09-2005""",Department of Agriculture,11,500,500,25
"=""09-2005""",Department of Commerce,33,600,600,29
"=""09-2005""",Department of Defense,45,700,700,100
"=""09-2005""",Department of Education,140,1800,1800,26
"=""09-2005""",Department of Energy,154,1900,1900,97
"=""09-2005""",Department of Health and Human Services,53,900,900,72
"=""09-2005""",Department of Homeland Security,127,1600,1600,213
"=""09-2005""",Department of Housing and Urban Development,191,2500,2500,28
"=""09-2005""",Department of Justice,88,1100,1100,31
"=""09-2005""",Department of Labor,98,1200,1200,0
"=""09-2005""",Department of State,113,1400,1400,68
"=""09-2005""",Department of the Air Force,46,701,700,0
"=""09-2005""",Department of the Army,47,702,700,5
"=""09-2005""",Department of the Interior,72,1000,1000,121
"=""09-2005""",Department of the Navy,48,703,700,0
"=""09-2005""",Department of the Treasury,114,1500,1500,49
"=""09-2005""",Department of Transportation,176,2100,2100,34
"=""09-2005""",Department of Veterans Affairs,200,2900,2900,73
"=""09-2005""",Environmental Protection Agency,164,2000,2000,63
"=""09-2005""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""09-2005""",Export-Import Bank of the United States,214,3048,3048,0
"=""09-2005""",Farm Credit Administration,215,3052,3052,0
"=""09-2005""",Federal Communications Commission,217,3060,3060,99
"=""09-2005""",Federal Deposit Insurance Corporation,218,3064,3064,23
"=""09-2005""",Federal Emergency Management Agency,139,1660,1600,0
"=""09-2005""",Federal Housing Finance Agency,198,2590,2590,0
"=""09-2005""",Federal Housing Finance Agency,219,3069,3069,0
"=""09-2005""",Federal Labor Relations Authority,220,3070,3070,18
"=""09-2005""",Federal Maritime Commission,221,3072,3072,0
"=""09-2005""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""09-2005""",Federal Reserve ,276,7100,7100,8
"=""09-2005""",Federal Trade Commission,224,3084,3084,33
"=""09-2005""",General Services Administration,225,3090,3090,93
"=""09-2005""",Inter-American Foundation,8,417,417,0
"=""09-2005""",Interstate Commerce Commission,231,3120,3120,0
"=""09-2005""",Merit Systems Protection Board,233,3124,3124,21
"=""09-2005""",National Aeronautics and Space Administration,199,2700,2700,0
"=""09-2005""",National Archives and Records Administration,226,3095,3095,0
"=""09-2005""",National Council on Disability,273,3480,3480,0
"=""09-2005""",National Credit Union Administration,235,3133,3133,1
"=""09-2005""",National Labor Relations Board,242,3142,3142,0
"=""09-2005""",National Mediation Board,240,3140,3140,0
"=""09-2005""",National Science Foundation,243,3145,3145,0
"=""09-2005""",National Transportation Safety Board,244,3147,3147,0
"=""09-2005""",Nuclear Regulatory Commission,245,3150,3150,4
"=""09-2005""",Office of Management and Budget,3,348,300,5
"=""09-2005""",Office of Personnel Management,251,3206,3206,16
"=""09-2005""",Panama Canal Commission,252,3207,3207,0
"=""09-2005""",Peace Corps,9,420,420,0
"=""09-2005""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""09-2005""",Postal Regulatory Commission,256,3211,3211,0
"=""09-2005""",Railroad Retirement Board,259,3220,3220,0
"=""09-2005""",Securities and Exchange Commission,261,3235,3235,12
"=""09-2005""",Selective Service System,262,3240,3240,0
"=""09-2005""",Small Business Administration,263,3245,3245,41
"=""09-2005""",Smithsonian Institution,264,3250,3250,0
"=""09-2005""",Social Security Administration,71,960,960,0
"=""09-2005""",Tennessee Valley Authority,267,3316,3316,0
"=""09-2005""",U.S. Coast Guard,131,1625,1600,0
"=""09-2005""",U.S. Coast Guard,177,2115,2100,0
"=""09-2005""",U.S. Information Agency,229,3116,3116,0
"=""09-2005""",United States Agency for International Development,7,412,412,4
"=""09-2005""",United States International Trade Commission,230,3117,3117,0
"=""09-2005""",United States Postal Service,255,3210,3210,0
"=""09-2006""",Broadcasting Board of Governors,228,3112,3112,0
"=""09-2006""",Commission on Civil Rights,208,3035,3035,0
"=""09-2006""",Commodities Futures Trading Commission,210,3038,3038,0
"=""09-2006""",Consumer Product Safety Commission,211,3041,3041,0
"=""09-2006""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""09-2006""",Department of Agriculture,11,500,500,24
"=""09-2006""",Department of Commerce,33,600,600,29
"=""09-2006""",Department of Defense,45,700,700,219
"=""09-2006""",Department of Education,140,1800,1800,73
"=""09-2006""",Department of Energy,154,1900,1900,76
"=""09-2006""",Department of Health and Human Services,53,900,900,21
"=""09-2006""",Department of Homeland Security,127,1600,1600,452
"=""09-2006""",Department of Housing and Urban Development,191,2500,2500,6
"=""09-2006""",Department of Justice,88,1100,1100,365
"=""09-2006""",Department of Labor,98,1200,1200,11
"=""09-2006""",Department of State,113,1400,1400,207
"=""09-2006""",Department of the Air Force,46,701,700,0
"=""09-2006""",Department of the Army,47,702,700,0
"=""09-2006""",Department of the Interior,72,1000,1000,169
"=""09-2006""",Department of the Navy,48,703,700,0
"=""09-2006""",Department of the Treasury,114,1500,1500,15
"=""09-2006""",Department of Transportation,176,2100,2100,147
"=""09-2006""",Department of Veterans Affairs,200,2900,2900,42
"=""09-2006""",Environmental Protection Agency,164,2000,2000,83
"=""09-2006""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""09-2006""",Export-Import Bank of the United States,214,3048,3048,0
"=""09-2006""",Farm Credit Administration,215,3052,3052,0
"=""09-2006""",Federal Communications Commission,217,3060,3060,78
"=""09-2006""",Federal Deposit Insurance Corporation,218,3064,3064,45
"=""09-2006""",Federal Emergency Management Agency,139,1660,1600,0
"=""09-2006""",Federal Housing Finance Agency,198,2590,2590,0
"=""09-2006""",Federal Housing Finance Agency,219,3069,3069,0
"=""09-2006""",Federal Labor Relations Authority,220,3070,3070,12
"=""09-2006""",Federal Maritime Commission,221,3072,3072,0
"=""09-2006""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""09-2006""",Federal Reserve ,276,7100,7100,45
"=""09-2006""",Federal Trade Commission,224,3084,3084,13
"=""09-2006""",General Services Administration,225,3090,3090,0
"=""09-2006""",Inter-American Foundation,8,417,417,0
"=""09-2006""",Interstate Commerce Commission,231,3120,3120,0
"=""09-2006""",Merit Systems Protection Board,233,3124,3124,0
"=""09-2006""",National Aeronautics and Space Administration,199,2700,2700,2
"=""09-2006""",National Archives and Records Administration,226,3095,3095,0
"=""09-2006""",National Council on Disability,273,3480,3480,0
"=""09-2006""",National Credit Union Administration,235,3133,3133,0
"=""09-2006""",National Labor Relations Board,242,3142,3142,0
"=""09-2006""",National Mediation Board,240,3140,3140,0
"=""09-2006""",National Science Foundation,243,3145,3145,60
"=""09-2006""",National Transportation Safety Board,244,3147,3147,13
"=""09-2006""",Nuclear Regulatory Commission,245,3150,3150,20
"=""09-2006""",Office of Management and Budget,3,348,300,50
"=""09-2006""",Office of Personnel Management,251,3206,3206,36
"=""09-2006""",Panama Canal Commission,252,3207,3207,0
"=""09-2006""",Peace Corps,9,420,420,0
"=""09-2006""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""09-2006""",Postal Regulatory Commission,256,3211,3211,0
"=""09-2006""",Railroad Retirement Board,259,3220,3220,0
"=""09-2006""",Securities and Exchange Commission,261,3235,3235,98
"=""09-2006""",Selective Service System,262,3240,3240,0
"=""09-2006""",Small Business Administration,263,3245,3245,0
"=""09-2006""",Smithsonian Institution,264,3250,3250,0
"=""09-2006""",Social Security Administration,71,960,960,0
"=""09-2006""",Tennessee Valley Authority,267,3316,3316,0
"=""09-2006""",U.S. Coast Guard,131,1625,1600,0
"=""09-2006""",U.S. Coast Guard,177,2115,2100,0
"=""09-2006""",U.S. Information Agency,229,3116,3116,0
"=""09-2006""",United States Agency for International Development,7,412,412,7
"=""09-2006""",United States International Trade Commission,230,3117,3117,0
"=""09-2006""",United States Postal Service,255,3210,3210,0
"=""09-2007""",Broadcasting Board of Governors,228,3112,3112,0
"=""09-2007""",Commission on Civil Rights,208,3035,3035,3
"=""09-2007""",Commodities Futures Trading Commission,210,3038,3038,0
"=""09-2007""",Consumer Product Safety Commission,211,3041,3041,155
"=""09-2007""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""09-2007""",Department of Agriculture,11,500,500,19
"=""09-2007""",Department of Commerce,33,600,600,3
"=""09-2007""",Department of Defense,45,700,700,112
"=""09-2007""",Department of Education,140,1800,1800,0
"=""09-2007""",Department of Energy,154,1900,1900,16
"=""09-2007""",Department of Health and Human Services,53,900,900,105
"=""09-2007""",Department of Homeland Security,127,1600,1600,741
"=""09-2007""",Department of Housing and Urban Development,191,2500,2500,71
"=""09-2007""",Department of Justice,88,1100,1100,196
"=""09-2007""",Department of Labor,98,1200,1200,73
"=""09-2007""",Department of State,113,1400,1400,368
"=""09-2007""",Department of the Air Force,46,701,700,0
"=""09-2007""",Department of the Army,47,702,700,0
"=""09-2007""",Department of the Interior,72,1000,1000,310
"=""09-2007""",Department of the Navy,48,703,700,16
"=""09-2007""",Department of the Treasury,114,1500,1500,148
"=""09-2007""",Department of Transportation,176,2100,2100,217
"=""09-2007""",Department of Veterans Affairs,200,2900,2900,37
"=""09-2007""",Environmental Protection Agency,164,2000,2000,30
"=""09-2007""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""09-2007""",Export-Import Bank of the United States,214,3048,3048,0
"=""09-2007""",Farm Credit Administration,215,3052,3052,0
"=""09-2007""",Federal Communications Commission,217,3060,3060,31
"=""09-2007""",Federal Deposit Insurance Corporation,218,3064,3064,28
"=""09-2007""",Federal Emergency Management Agency,139,1660,1600,35
"=""09-2007""",Federal Housing Finance Agency,198,2590,2590,0
"=""09-2007""",Federal Housing Finance Agency,219,3069,3069,0
"=""09-2007""",Federal Labor Relations Authority,220,3070,3070,0
"=""09-2007""",Federal Maritime Commission,221,3072,3072,0
"=""09-2007""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""09-2007""",Federal Reserve ,276,7100,7100,22
"=""09-2007""",Federal Trade Commission,224,3084,3084,59
"=""09-2007""",General Services Administration,225,3090,3090,0
"=""09-2007""",Inter-American Foundation,8,417,417,0
"=""09-2007""",Interstate Commerce Commission,231,3120,3120,0
"=""09-2007""",Merit Systems Protection Board,233,3124,3124,0
"=""09-2007""",National Aeronautics and Space Administration,199,2700,2700,63
"=""09-2007""",National Archives and Records Administration,226,3095,3095,0
"=""09-2007""",National Council on Disability,273,3480,3480,0
"=""09-2007""",National Credit Union Administration,235,3133,3133,0
"=""09-2007""",National Labor Relations Board,242,3142,3142,0
"=""09-2007""",National Mediation Board,240,3140,3140,0
"=""09-2007""",National Science Foundation,243,3145,3145,0
"=""09-2007""",National Transportation Safety Board,244,3147,3147,34
"=""09-2007""",Nuclear Regulatory Commission,245,3150,3150,0
"=""09-2007""",Office of Management and Budget,3,348,300,33
"=""09-2007""",Office of Personnel Management,251,3206,3206,45
"=""09-2007""",Panama Canal Commission,252,3207,3207,0
"=""09-2007""",Peace Corps,9,420,420,0
"=""09-2007""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""09-2007""",Postal Regulatory Commission,256,3211,3211,0
"=""09-2007""",Railroad Retirement Board,259,3220,3220,0
"=""09-2007""",Securities and Exchange Commission,261,3235,3235,46
"=""09-2007""",Selective Service System,262,3240,3240,0
"=""09-2007""",Small Business Administration,263,3245,3245,66
"=""09-2007""",Smithsonian Institution,264,3250,3250,0
"=""09-2007""",Social Security Administration,71,960,960,0
"=""09-2007""",Tennessee Valley Authority,267,3316,3316,0
"=""09-2007""",U.S. Coast Guard,131,1625,1600,0
"=""09-2007""",U.S. Coast Guard,177,2115,2100,0
"=""09-2007""",U.S. Information Agency,229,3116,3116,0
"=""09-2007""",United States Agency for International Development,7,412,412,39
"=""09-2007""",United States International Trade Commission,230,3117,3117,0
"=""09-2007""",United States Postal Service,255,3210,3210,0
"=""09-2008""",Broadcasting Board of Governors,228,3112,3112,0
"=""09-2008""",Commission on Civil Rights,208,3035,3035,0
"=""09-2008""",Commodities Futures Trading Commission,210,3038,3038,0
"=""09-2008""",Consumer Product Safety Commission,211,3041,3041,0
"=""09-2008""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""09-2008""",Department of Agriculture,11,500,500,101
"=""09-2008""",Department of Commerce,33,600,600,50
"=""09-2008""",Department of Defense,45,700,700,259
"=""09-2008""",Department of Education,140,1800,1800,6
"=""09-2008""",Department of Energy,154,1900,1900,144
"=""09-2008""",Department of Health and Human Services,53,900,900,21
"=""09-2008""",Department of Homeland Security,127,1600,1600,221
"=""09-2008""",Department of Housing and Urban Development,191,2500,2500,28
"=""09-2008""",Department of Justice,88,1100,1100,125
"=""09-2008""",Department of Labor,98,1200,1200,27
"=""09-2008""",Department of State,113,1400,1400,169
"=""09-2008""",Department of the Air Force,46,701,700,0
"=""09-2008""",Department of the Army,47,702,700,0
"=""09-2008""",Department of the Interior,72,1000,1000,316
"=""09-2008""",Department of the Navy,48,703,700,0
"=""09-2008""",Department of the Treasury,114,1500,1500,160
"=""09-2008""",Department of Transportation,176,2100,2100,58
"=""09-2008""",Department of Veterans Affairs,200,2900,2900,24
"=""09-2008""",Environmental Protection Agency,164,2000,2000,399
"=""09-2008""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""09-2008""",Export-Import Bank of the United States,214,3048,3048,0
"=""09-2008""",Farm Credit Administration,215,3052,3052,20
"=""09-2008""",Federal Communications Commission,217,3060,3060,102
"=""09-2008""",Federal Deposit Insurance Corporation,218,3064,3064,59
"=""09-2008""",Federal Emergency Management Agency,139,1660,1600,93
"=""09-2008""",Federal Housing Finance Agency,198,2590,2590,124
"=""09-2008""",Federal Housing Finance Agency,219,3069,3069,124
"=""09-2008""",Federal Labor Relations Authority,220,3070,3070,0
"=""09-2008""",Federal Maritime Commission,221,3072,3072,0
"=""09-2008""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""09-2008""",Federal Reserve ,276,7100,7100,81
"=""09-2008""",Federal Trade Commission,224,3084,3084,113
"=""09-2008""",General Services Administration,225,3090,3090,12
"=""09-2008""",Inter-American Foundation,8,417,417,0
"=""09-2008""",Interstate Commerce Commission,231,3120,3120,0
"=""09-2008""",Merit Systems Protection Board,233,3124,3124,19
"=""09-2008""",National Aeronautics and Space Administration,199,2700,2700,0
"=""09-2008""",National Archives and Records Administration,226,3095,3095,4
"=""09-2008""",National Council on Disability,273,3480,3480,0
"=""09-2008""",National Credit Union Administration,235,3133,3133,0
"=""09-2008""",National Labor Relations Board,242,3142,3142,0
"=""09-2008""",National Mediation Board,240,3140,3140,170
"=""09-2008""",National Science Foundation,243,3145,3145,0
"=""09-2008""",National Transportation Safety Board,244,3147,3147,16
"=""09-2008""",Nuclear Regulatory Commission,245,3150,3150,7
"=""09-2008""",Office of Management and Budget,3,348,300,24
"=""09-2008""",Office of Personnel Management,251,3206,3206,19
"=""09-2008""",Panama Canal Commission,252,3207,3207,0
"=""09-2008""",Peace Corps,9,420,420,0
"=""09-2008""",Pension Benefit Guaranty Corporation,112,1212,1212,98
"=""09-2008""",Postal Regulatory Commission,256,3211,3211,0
"=""09-2008""",Railroad Retirement Board,259,3220,3220,0
"=""09-2008""",Securities and Exchange Commission,261,3235,3235,103
"=""09-2008""",Selective Service System,262,3240,3240,0
"=""09-2008""",Small Business Administration,263,3245,3245,40
"=""09-2008""",Smithsonian Institution,264,3250,3250,0
"=""09-2008""",Social Security Administration,71,960,960,35
"=""09-2008""",Tennessee Valley Authority,267,3316,3316,0
"=""09-2008""",U.S. Coast Guard,131,1625,1600,0
"=""09-2008""",U.S. Coast Guard,177,2115,2100,0
"=""09-2008""",U.S. Information Agency,229,3116,3116,0
"=""09-2008""",United States Agency for International Development,7,412,412,0
"=""09-2008""",United States International Trade Commission,230,3117,3117,0
"=""09-2008""",United States Postal Service,255,3210,3210,0
"=""09-2009""",Broadcasting Board of Governors,228,3112,3112,0
"=""09-2009""",Commission on Civil Rights,208,3035,3035,0
"=""09-2009""",Commodities Futures Trading Commission,210,3038,3038,0
"=""09-2009""",Consumer Product Safety Commission,211,3041,3041,77
"=""09-2009""",Court Services and Offender Supervision Agency,260,3225,3225,32
"=""09-2009""",Department of Agriculture,11,500,500,62
"=""09-2009""",Department of Commerce,33,600,600,75
"=""09-2009""",Department of Defense,45,700,700,88
"=""09-2009""",Department of Education,140,1800,1800,0
"=""09-2009""",Department of Energy,154,1900,1900,23
"=""09-2009""",Department of Health and Human Services,53,900,900,146
"=""09-2009""",Department of Homeland Security,127,1600,1600,108
"=""09-2009""",Department of Housing and Urban Development,191,2500,2500,19
"=""09-2009""",Department of Justice,88,1100,1100,410
"=""09-2009""",Department of Labor,98,1200,1200,0
"=""09-2009""",Department of State,113,1400,1400,175
"=""09-2009""",Department of the Air Force,46,701,700,0
"=""09-2009""",Department of the Army,47,702,700,0
"=""09-2009""",Department of the Interior,72,1000,1000,71
"=""09-2009""",Department of the Navy,48,703,700,11
"=""09-2009""",Department of the Treasury,114,1500,1500,282
"=""09-2009""",Department of Transportation,176,2100,2100,98
"=""09-2009""",Department of Veterans Affairs,200,2900,2900,131
"=""09-2009""",Environmental Protection Agency,164,2000,2000,12
"=""09-2009""",Equal Employment Opportunity Commission,213,3046,3046,56
"=""09-2009""",Export-Import Bank of the United States,214,3048,3048,0
"=""09-2009""",Farm Credit Administration,215,3052,3052,7
"=""09-2009""",Federal Communications Commission,217,3060,3060,0
"=""09-2009""",Federal Deposit Insurance Corporation,218,3064,3064,48
"=""09-2009""",Federal Emergency Management Agency,139,1660,1600,51
"=""09-2009""",Federal Housing Finance Agency,198,2590,2590,0
"=""09-2009""",Federal Housing Finance Agency,219,3069,3069,0
"=""09-2009""",Federal Labor Relations Authority,220,3070,3070,0
"=""09-2009""",Federal Maritime Commission,221,3072,3072,0
"=""09-2009""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""09-2009""",Federal Reserve ,276,7100,7100,215
"=""09-2009""",Federal Trade Commission,224,3084,3084,0
"=""09-2009""",General Services Administration,225,3090,3090,41
"=""09-2009""",Inter-American Foundation,8,417,417,0
"=""09-2009""",Interstate Commerce Commission,231,3120,3120,0
"=""09-2009""",Merit Systems Protection Board,233,3124,3124,0
"=""09-2009""",National Aeronautics and Space Administration,199,2700,2700,6
"=""09-2009""",National Archives and Records Administration,226,3095,3095,9
"=""09-2009""",National Council on Disability,273,3480,3480,0
"=""09-2009""",National Credit Union Administration,235,3133,3133,0
"=""09-2009""",National Labor Relations Board,242,3142,3142,0
"=""09-2009""",National Mediation Board,240,3140,3140,0
"=""09-2009""",National Science Foundation,243,3145,3145,0
"=""09-2009""",National Transportation Safety Board,244,3147,3147,5
"=""09-2009""",Nuclear Regulatory Commission,245,3150,3150,4
"=""09-2009""",Office of Management and Budget,3,348,300,84
"=""09-2009""",Office of Personnel Management,251,3206,3206,21
"=""09-2009""",Panama Canal Commission,252,3207,3207,0
"=""09-2009""",Peace Corps,9,420,420,0
"=""09-2009""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""09-2009""",Postal Regulatory Commission,256,3211,3211,0
"=""09-2009""",Railroad Retirement Board,259,3220,3220,0
"=""09-2009""",Securities and Exchange Commission,261,3235,3235,136
"=""09-2009""",Selective Service System,262,3240,3240,0
"=""09-2009""",Small Business Administration,263,3245,3245,37
"=""09-2009""",Smithsonian Institution,264,3250,3250,15
"=""09-2009""",Social Security Administration,71,960,960,0
"=""09-2009""",Tennessee Valley Authority,267,3316,3316,0
"=""09-2009""",U.S. Coast Guard,131,1625,1600,0
"=""09-2009""",U.S. Coast Guard,177,2115,2100,0
"=""09-2009""",U.S. Information Agency,229,3116,3116,0
"=""09-2009""",United States Agency for International Development,7,412,412,26
"=""09-2009""",United States International Trade Commission,230,3117,3117,0
"=""09-2009""",United States Postal Service,255,3210,3210,0
"=""09-2010""",Broadcasting Board of Governors,228,3112,3112,0
"=""09-2010""",Commission on Civil Rights,208,3035,3035,0
"=""09-2010""",Commodities Futures Trading Commission,210,3038,3038,0
"=""09-2010""",Consumer Product Safety Commission,211,3041,3041,0
"=""09-2010""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""09-2010""",Department of Agriculture,11,500,500,35
"=""09-2010""",Department of Commerce,33,600,600,67
"=""09-2010""",Department of Defense,45,700,700,183
"=""09-2010""",Department of Education,140,1800,1800,0
"=""09-2010""",Department of Energy,154,1900,1900,49
"=""09-2010""",Department of Health and Human Services,53,900,900,181
"=""09-2010""",Department of Homeland Security,127,1600,1600,147
"=""09-2010""",Department of Housing and Urban Development,191,2500,2500,143
"=""09-2010""",Department of Justice,88,1100,1100,113
"=""09-2010""",Department of Labor,98,1200,1200,0
"=""09-2010""",Department of State,113,1400,1400,99
"=""09-2010""",Department of the Air Force,46,701,700,0
"=""09-2010""",Department of the Army,47,702,700,0
"=""09-2010""",Department of the Interior,72,1000,1000,86
"=""09-2010""",Department of the Navy,48,703,700,9
"=""09-2010""",Department of the Treasury,114,1500,1500,227
"=""09-2010""",Department of Transportation,176,2100,2100,113
"=""09-2010""",Department of Veterans Affairs,200,2900,2900,72
"=""09-2010""",Environmental Protection Agency,164,2000,2000,42
"=""09-2010""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""09-2010""",Export-Import Bank of the United States,214,3048,3048,22
"=""09-2010""",Farm Credit Administration,215,3052,3052,0
"=""09-2010""",Federal Communications Commission,217,3060,3060,45
"=""09-2010""",Federal Deposit Insurance Corporation,218,3064,3064,42
"=""09-2010""",Federal Emergency Management Agency,139,1660,1600,18
"=""09-2010""",Federal Housing Finance Agency,198,2590,2590,50
"=""09-2010""",Federal Housing Finance Agency,219,3069,3069,50
"=""09-2010""",Federal Labor Relations Authority,220,3070,3070,0
"=""09-2010""",Federal Maritime Commission,221,3072,3072,0
"=""09-2010""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""09-2010""",Federal Reserve ,276,7100,7100,55
"=""09-2010""",Federal Trade Commission,224,3084,3084,43
"=""09-2010""",General Services Administration,225,3090,3090,1
"=""09-2010""",Inter-American Foundation,8,417,417,0
"=""09-2010""",Interstate Commerce Commission,231,3120,3120,0
"=""09-2010""",Merit Systems Protection Board,233,3124,3124,0
"=""09-2010""",National Aeronautics and Space Administration,199,2700,2700,0
"=""09-2010""",National Archives and Records Administration,226,3095,3095,0
"=""09-2010""",National Council on Disability,273,3480,3480,0
"=""09-2010""",National Credit Union Administration,235,3133,3133,0
"=""09-2010""",National Labor Relations Board,242,3142,3142,0
"=""09-2010""",National Mediation Board,240,3140,3140,0
"=""09-2010""",National Science Foundation,243,3145,3145,3
"=""09-2010""",National Transportation Safety Board,244,3147,3147,34
"=""09-2010""",Nuclear Regulatory Commission,245,3150,3150,0
"=""09-2010""",Office of Management and Budget,3,348,300,0
"=""09-2010""",Office of Personnel Management,251,3206,3206,0
"=""09-2010""",Panama Canal Commission,252,3207,3207,0
"=""09-2010""",Peace Corps,9,420,420,0
"=""09-2010""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""09-2010""",Postal Regulatory Commission,256,3211,3211,0
"=""09-2010""",Railroad Retirement Board,259,3220,3220,0
"=""09-2010""",Securities and Exchange Commission,261,3235,3235,279
"=""09-2010""",Selective Service System,262,3240,3240,0
"=""09-2010""",Small Business Administration,263,3245,3245,0
"=""09-2010""",Smithsonian Institution,264,3250,3250,0
"=""09-2010""",Social Security Administration,71,960,960,0
"=""09-2010""",Tennessee Valley Authority,267,3316,3316,0
"=""09-2010""",U.S. Coast Guard,131,1625,1600,0
"=""09-2010""",U.S. Coast Guard,177,2115,2100,0
"=""09-2010""",U.S. Information Agency,229,3116,3116,0
"=""09-2010""",United States Agency for International Development,7,412,412,29
"=""09-2010""",United States International Trade Commission,230,3117,3117,0
"=""09-2010""",United States Postal Service,255,3210,3210,0
"=""09-2011""",Broadcasting Board of Governors,228,3112,3112,0
"=""09-2011""",Commission on Civil Rights,208,3035,3035,0
"=""09-2011""",Commodities Futures Trading Commission,210,3038,3038,0
"=""09-2011""",Consumer Product Safety Commission,211,3041,3041,0
"=""09-2011""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""09-2011""",Department of Agriculture,11,500,500,200
"=""09-2011""",Department of Commerce,33,600,600,32
"=""09-2011""",Department of Defense,45,700,700,146
"=""09-2011""",Department of Education,140,1800,1800,3
"=""09-2011""",Department of Energy,154,1900,1900,412
"=""09-2011""",Department of Health and Human Services,53,900,900,70
"=""09-2011""",Department of Homeland Security,127,1600,1600,193
"=""09-2011""",Department of Housing and Urban Development,191,2500,2500,93
"=""09-2011""",Department of Justice,88,1100,1100,86
"=""09-2011""",Department of Labor,98,1200,1200,99
"=""09-2011""",Department of State,113,1400,1400,30
"=""09-2011""",Department of the Air Force,46,701,700,10
"=""09-2011""",Department of the Army,47,702,700,77
"=""09-2011""",Department of the Interior,72,1000,1000,54
"=""09-2011""",Department of the Navy,48,703,700,14
"=""09-2011""",Department of the Treasury,114,1500,1500,44
"=""09-2011""",Department of Transportation,176,2100,2100,53
"=""09-2011""",Department of Veterans Affairs,200,2900,2900,57
"=""09-2011""",Environmental Protection Agency,164,2000,2000,520
"=""09-2011""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""09-2011""",Export-Import Bank of the United States,214,3048,3048,0
"=""09-2011""",Farm Credit Administration,215,3052,3052,0
"=""09-2011""",Federal Communications Commission,217,3060,3060,4
"=""09-2011""",Federal Deposit Insurance Corporation,218,3064,3064,56
"=""09-2011""",Federal Emergency Management Agency,139,1660,1600,0
"=""09-2011""",Federal Housing Finance Agency,198,2590,2590,0
"=""09-2011""",Federal Housing Finance Agency,219,3069,3069,0
"=""09-2011""",Federal Labor Relations Authority,220,3070,3070,0
"=""09-2011""",Federal Maritime Commission,221,3072,3072,0
"=""09-2011""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""09-2011""",Federal Reserve ,276,7100,7100,0
"=""09-2011""",Federal Trade Commission,224,3084,3084,17
"=""09-2011""",General Services Administration,225,3090,3090,39
"=""09-2011""",Inter-American Foundation,8,417,417,0
"=""09-2011""",Interstate Commerce Commission,231,3120,3120,0
"=""09-2011""",Merit Systems Protection Board,233,3124,3124,0
"=""09-2011""",National Aeronautics and Space Administration,199,2700,2700,16
"=""09-2011""",National Archives and Records Administration,226,3095,3095,0
"=""09-2011""",National Council on Disability,273,3480,3480,5
"=""09-2011""",National Credit Union Administration,235,3133,3133,13
