Agcy Name,Org Name,Pborg Seq,Pborg Seq Managed By,Org Order,Location,Title,Name of Incumbent,Type of Appt,Pay Plan,Pay,Tenure,Expires,Pb Order
DEPARTMENT OF STATE,Bureau of Public Affairs,40190,38658,270,"Washington, DC",Staff Assistant,Stephanie A Beechem ,SC,GS,12, ,,60
DEPARTMENT OF STATE,"Office of the Under Secretary for Civilian Security, Democracy, and Human Rights",38662,38658,280,"Washington, DC","Under Secretary of State (Civilian Security, Democracy, and Human Rights)",Sarah B. Sewall ,PAS,EX,III, ,,5
DEPARTMENT OF STATE,"Office of the Under Secretary for Civilian Security, Democracy, and Human Rights",38662,38658,280,"Washington, DC",Senior Advisor,Elizabeth Anne Field ,NA,ES,, ,,60
DEPARTMENT OF STATE,"Office of the Under Secretary for Civilian Security, Democracy, and Human Rights",38662,38658,280,"Washington, DC",Staff Assistant,Vivek Ram Chilukuri ,SC,GS,11, ,,80
DEPARTMENT OF STATE,Bureau of Conflict and Stabilization Operations,40202,38658,290,"Washington, DC",Assistant Secretary of State (Conflict and Stabilization Operations) and Coordinator for Reconstruction and Stabilization,David M. Robinson ,PAS,EX,IV, ,,5
DEPARTMENT OF STATE,Bureau of Conflict and Stabilization Operations,40202,38658,290,"Washington, DC",Deputy Assistant Secretary,Sharon Leigh Morris ,NA,ES,, ,,15
DEPARTMENT OF STATE,Bureau of Conflict and Stabilization Operations,40202,38658,290,"Washington, DC",Deputy Assistant Secretary,Kimberly Cochrane Field ,NA,ES,, ,,25
DEPARTMENT OF STATE,Bureau of Conflict and Stabilization Operations,40202,38658,290,"Washington, DC",Director of Overseas Operations,Jason Lewis-Berry ,SC,GS,15, ,,30
DEPARTMENT OF STATE,Bureau of Counterterrorism,38696,38658,300,"Washington, DC",Coordinator for Counterterrorism with the rank and status of Ambassador at Large,Vacant,PAS,EX,IV, ,,5
DEPARTMENT OF STATE,Bureau of Counterterrorism,38696,38658,300,"Washington, DC",Deputy Coordinator,Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF STATE,Bureau of Counterterrorism,38696,38658,300,"Washington, DC",Deputy Coordinator,Michael Rian Ortiz ,SC,GS,15, ,,15
DEPARTMENT OF STATE,Bureau of Counterterrorism,38696,38658,300,"Washington, DC",Office Director,Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC","Assistant Secretary of State for Democracy, Human Rights, and Labor",Tomasz P. Malinowski ,PAS,EX,IV, ,,5
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Ambassador at Large for International Religious Freedom,David N Saperstein ,PAS,EX,IV, ,,10
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Special Envoy to Promote Religious Freedom of Religious Minorities in the Near East and South Central Asia with the rank of Ambassador,Vacant,PAS,EX,, ,,15
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Deputy Assistant Secretary,Steven J Feldstein ,SC,GS,15, ,,20
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Deputy Assistant Secretary,Robert Gardner Berschinski ,SC,GS,15, ,,25
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Deputy Assistant Secretary,Dafna Varda Hochman Rand ,SC,GS,15, ,,30
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Special Envoy to Combat Anti-Semitism,Vacant,,ES,, ,,35
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Special Representative for International Labor Affairs,Sarah M Fox ,NA,ES,, ,,40
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Senior Advisor,Career Incumbent,CA,ES,, ,,45
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Senior Advisor,Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Senior Advisor,Camille Giuliana Eiss ,SC,GS,15, ,,55
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Special Advisor International Disability Rights,Judith E Heumann ,NA,ES,, ,,60
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Foreign Affairs Officer,Mohammad Arslan Suleman ,SC,GS,15, ,,65
DEPARTMENT OF STATE,"Bureau of Democracy, Human Rights, and Labor",40203,38658,310,"Washington, DC",Special Assistant,Katherine Guernsey ,SC,GS,14, ,,70
DEPARTMENT OF STATE,Bureau of International Narcotics and Law Enforcement Affairs,40204,38658,330,"Washington, DC",Assistant Secretary of State (International Narcotics and Law Enforcement Affairs),William R. Brownfield ,PAS,EX,IV, ,,5
DEPARTMENT OF STATE,Bureau of International Narcotics and Law Enforcement Affairs,40204,38658,330,"Washington, DC",Deputy Assistant Secretary,Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF STATE,Bureau of International Narcotics and Law Enforcement Affairs,40204,38658,330,"Washington, DC",Controller/Executive Director,Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF STATE,Bureau of International Narcotics and Law Enforcement Affairs,40204,38658,330,"Patrick Air Force Base, FL",Office Director,Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF STATE,Bureau of International Narcotics and Law Enforcement Affairs,40204,38658,330,"Washington, DC",Office Director,Career Incumbent,CA,ES,, ,,60
DEPARTMENT OF STATE,Bureau of International Narcotics and Law Enforcement Affairs,40204,38658,330,"Washington, DC",Senior Advisor,Alexandra N. Costello ,SC,GS,15, ,,70
DEPARTMENT OF STATE,Office to Monitor and Combat Trafficking in Persons,40206,38658,340,"Washington, DC",Director of the Office to Monitor and Combat Trafficking with the rank of Ambassador at Large,Susan Coppedge Amato ,PAS,EX,IV, ,,5
DEPARTMENT OF STATE,Office to Monitor and Combat Trafficking in Persons,40206,38658,340,"Washington, DC",Principal Deputy Director,Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF STATE,Office to Monitor and Combat Trafficking in Persons,40206,38658,340,"Washington, DC",Staff Assistant,Thomas Macaulay Babington ,SC,GS,11, ,,15
DEPARTMENT OF STATE,"Bureau of Population, Refugees, and Migration",40205,38658,350,"Washington, DC","Assistant Secretary of State (Population, Refugees, and Migration)",Anne C. Richard ,PAS,EX,IV, ,,5
DEPARTMENT OF STATE,"Bureau of Population, Refugees, and Migration",40205,38658,350,"Washington, DC",Deputy Assistant Secretary,Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF STATE,"Bureau of Population, Refugees, and Migration",40205,38658,350,"Washington, DC",Deputy Assistant Secretary,Catherine A. Wiesner ,SC,GS,15, ,,25
DEPARTMENT OF STATE,"Bureau of Population, Refugees, and Migration",40205,38658,350,"Washington, DC",Comptroller,Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF STATE,"Bureau of Population, Refugees, and Migration",40205,38658,350,"Washington, DC",Office Director,Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF STATE,"Bureau of Population, Refugees, and Migration",40205,38658,350,"Washington, DC",Office Director,Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF STATE,"Bureau of Population, Refugees, and Migration",40205,38658,350,"Washington, DC",Office Director,Career Incumbent,CA,ES,, ,,45
DEPARTMENT OF STATE,"Bureau of Population, Refugees, and Migration",40205,38658,350,"Washington, DC",Office Director,Career Incumbent,CA,ES,, ,,65
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Washington, DC",Under Secretary of State (Political Affairs),Thomas A. Shannon Jr.,PAS,EX,III, ,,5
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Washington, DC",Senior Advisor,William Woodward ,NA,ES,, ,,10
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Kabul, Afghanistan","Ambassador, Islamic Republic of Afghanistan",Peter Michael McKinley ,PAS,FA,, ,,15
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Tirane, Albania","Ambassador, Republic of Albania",Donald Lu ,PAS,FA,, ,,20
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Algiers, Algeria","Ambassador, People's Democratic Republic of Algeria",Joan A Polaschik ,PAS,FA,, ,,25
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Madrid, Spain","Ambassador, Principality of Andorra",James Costos ,PAS,FA,, ,,30
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Luanda, Angola","Ambassador, Republic of Angola",Helen Meagher La Lime ,PAS,FA,, ,,35
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bridgetown, Barbados","Ambassador, Antigua and Barbuda",Linda Swartz Taglialatela ,PAS,FA,, ,,40
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Buenos Aires, Argentina","Ambassador, Argentine Republic",Noah B Mamet ,PAS,FA,, ,,45
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Yerevan, Armenia","Ambassador, Republic of Armenia",Richard M Mills Jr.,PAS,FA,, ,,50
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Canberra, Australia","Ambassador, Commonwealth of Australia",Morrell John Berry ,PAS,FA,, ,,55
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Vienna, Austria","Ambassador, Republic of Austria",Alexa Lange Wesner ,PAS,FA,, ,,60
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Baku, Azerbaijan","Ambassador, Republic of Azerbaijan",Robert Francis Cekuta ,PAS,FA,, ,,65
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Nassau, Bahamasthe","Ambassador, Commonwealth of The Bahamas",Vacant,PAS,FA,, ,,70
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Manama, Bahrain","Ambassador, Kingdom of Bahrain",William V Roebuck ,PAS,FA,, ,,75
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Dhaka, Bangladesh","Ambassador, People's Republic of Bangladesh",Marcia Stephens Bloom Bernicat ,PAS,FA,, ,,80
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bridgetown, Barbados","Ambassador, Barbados",Linda Swartz Taglialatela ,PAS,FA,, ,,85
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Minsk, Belarus","Ambassador, Republic of Belarus",Vacant,PAS,FA,, ,,90
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Brussels, Belgium","Ambassador, Kingdom of Belgium",Denise Campbell Bauer ,PAS,FA,, ,,95
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Belmopan, Belize","Ambassador, Belize",Carlos Roberto Moreno ,PAS,FA,, ,,100
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Cotonou, Benin","Ambassador, Republic of Benin",Lucy Tamlyn ,PAS,FA,, ,,105
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"La Paz, Bolivia","Ambassador, Plurinational State of Bolivia",Vacant,PAS,FA,, ,,110
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Sarajevo, Bosnia and Herzegovina","Ambassador, Bosnia and Herzegovina",Maureen Elizabeth Cormack ,PAS,FA,, ,,115
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Gaberone, Botswana","Ambassador, Republic of Botswana",Earl Robert Miller ,PAS,FA,, ,,120
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Brasilia, Brazil","Ambassador, Federative Republic of Brazil",Liliana Ayalde ,PAS,FA,, ,,125
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bandar Seri Begawan, Brunei Darussalam","Ambassador, Brunei Darussalam",Craig B Allen ,PAS,FA,, ,,130
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Sofia, Bulgaria","Ambassador, Republic of Bulgaria",Eric Seth Rubin ,PAS,FA,, ,,135
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Ouagadougou, Burkina Faso","Ambassador, Burkina Faso",Tulinabo Salama Mushingi ,PAS,FA,, ,,140
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Rangoon, Burma","Ambassador, Union of Burma",Scot Alan Marciel ,PAS,FA,, ,,145
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bujumbura, Burundi","Ambassador, Republic of Burundi",Dawn M Liberi ,PAS,FA,, ,,150
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Praia, Cape Verde","Ambassador, Republic of Cabo Verde",Donald L Heflin ,PAS,FA,, ,,155
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Phnom Penh, Cambodia","Ambassador, Kingdom of Cambodia",William A Heidt ,PAS,FA,, ,,160
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Yaounde, Cameroon","Ambassador, Republic of Cameroon",Michael Stephen Hoza ,PAS,FA,, ,,165
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Ottawa, Ontario, Canada","Ambassador, Canada",Bruce Heyman ,PAS,FA,, ,,170
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bangui, Central African Republic","Ambassador, Central African Republic",Jeffrey J Hawkins Jr.,PAS,FA,, ,,175
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Fort Lamy (Ndjamena), Chad","Ambassador, Republic of Chad",James Knight ,PAS,FA,, ,,180
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Santiago, Chile","Ambassador, Republic of Chile",Michael A Hammer ,PAS,FA,, ,,185
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Beijing, China","Ambassador, People's Republic of China",Max Sieben Baucus ,PAS,FA,, ,,190
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bogota, Colombia","Ambassador, Republic of Colombia",Kevin Whitaker ,PAS,FA,, ,,195
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Antananarivo, Madagascar","Ambassador, Union of the Comoros",Robert T. Yamate ,PAS,FA,, ,,200
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Brazzaville, Congo","Ambassador, Republic of the Congo",Stephanie Sanders Sullivan ,PAS,FA,, ,,205
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Kinshasa, Congo, Democratic Republic of the","Ambassador, Democratic Republic of the Congo",James C Swan ,PAS,FA,, ,,210
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"San Jose, Costa Rica","Ambassador, Republic of Costa Rica",Stafford Fitzgerald Haney ,PAS,FA,, ,,215
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Abidjan, Cote D'Ivoire","Ambassador, Republic of Cote D'Ivoire",Terence Patrick McCulley ,PAS,FA,, ,,220
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Zagreb, Croatia","Ambassador, Republic of Croatia",Julieta Valls Noyes ,PAS,FA,, ,,225
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Havana, Cuba","Ambassador, Republic of Cuba",Vacant,PAS,FA,, ,,230
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Nicosia, Cyprus","Ambassador, Republic of Cyprus",Kathleen Ann Doherty ,PAS,FA,, ,,235
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Prague, Czech Republic","Ambassador, Czech Republic",Andrew H Schapiro ,PAS,FA,, ,,240
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Copenhagen, Denmark","Ambassador, Kingdom of Denmark",John Rufus Gifford ,PAS,FA,, ,,245
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Djibouti, Djibouti","Ambassador, Republic of Djibouti",Thomas P Kelly III,PAS,FA,, ,,250
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bridgetown, Barbados","Ambassador, Commonwealth of Dominica",Linda Swartz Taglialatela ,PAS,FA,, ,,255
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Santo Domingo, Dominican Republic","Ambassador, Dominican Republic",James Walter Brewster Jr.,PAS,FA,, ,,260
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Quito, Ecuador","Ambassador, Republic of Ecuador",Todd C Chapman ,PAS,FA,, ,,265
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Cairo, Egypt","Ambassador, Arab Republic of Egypt",Robert Stephen Beecroft ,PAS,FA,, ,,270
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"San Salvador, El Salvador","Ambassador, Republic of El Salvador",Jean E Manes ,PAS,FA,, ,,275
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Malabo, Equatorial Guinea","Ambassador, Republic of Equatorial Guinea",Julie Furuta-Toy ,PAS,FA,, ,,280
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Asmara, Eritrea","Ambassador, State of Eritrea",Vacant,PAS,FA,, ,,285
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Tallinn, Estonia","Ambassador, Republic of Estonia",James Desmond Melville Jr.,PAS,FA,, ,,290
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Addis Ababa, Ethiopia","Ambassador, Federal Democratic Republic of Ethiopia",Patricia M Haslach ,PAS,FA,, ,,295
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Suva, Viti Levu, Fiji","Ambassador, Republic of Fiji",Judith B Cefkin ,PAS,FA,, ,,300
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Helsinki, Finland","Ambassador, Republic of Finland",Charles C Adams Jr.,PAS,FA,, ,,305
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Paris, France","Ambassador, French Republic",Jane D Hartley ,PAS,FA,, ,,310
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Libreville, Gabon","Ambassador, Gabonese Republic",Cynthia H Akuetteh ,PAS,FA,, ,,315
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Banjul, Gambia The","Ambassador, Republic of The Gambia",Carolyn Patricia Alsup ,PAS,FA,, ,,320
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Tbilisi, Georgia","Ambassador, Georgia",Ian C Kelly ,PAS,FA,, ,,325
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Berlin, Germany","Ambassador, Federal Republic of Germany",John B Emerson ,PAS,FA,, ,,330
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Accra, Ghana","Ambassador, Republic of Ghana",Robert Porter Jackson ,PAS,FA,, ,,335
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Athens, Greece","Ambassador, Greece (Hellenic Republic)",David D Pearce ,PAS,FA,, ,,340
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bridgetown, Barbados","Ambassador, Grenada",Linda Swartz Taglialatela ,PAS,FA,, ,,345
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Guatemala, Guatemala","Ambassador, Republic of Guatemala",Todd R Robinson ,PAS,FA,, ,,350
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Conakry, Guinea","Ambassador, Republic of Guinea",Dennis B Hankins ,PAS,FA,, ,,355
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Dakar, Senegal","Ambassador, Republic of Guinea-Bissau",James P Zumwalt ,PAS,FA,, ,,360
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Georgetown, Guyana","Ambassador, Co-operative Republic of Guyana",Perry L Holloway ,PAS,FA,, ,,365
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Port-Au-Prince, Haiti","Ambassador, Republic of Haiti",Peter F Mulrean ,PAS,FA,, ,,370
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Vatican City, Vatican City","Ambassador, Holy See",Kenneth F Hackett ,PAS,FA,, ,,375
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Tegucigalpa, Honduras","Ambassador, Republic of Honduras",James D Nealon ,PAS,FA,, ,,380
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Budapest, Hungary","Ambassador, Hungary",Colleen Bradley Bell ,PAS,FA,, ,,385
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Reykjavik, Iceland","Ambassador, Republic of Iceland",Robert Cushman Barber ,PAS,FA,, ,,390
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"New Delhi, India","Ambassador, Republic of India",Richard Rahul Verma ,PAS,FA,, ,,395
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Jakarta, Java, Indonesia","Ambassador, Republic of Indonesia",Robert O Blake ,PAS,FA,, ,,400
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Baghdad, Iraq","Ambassador, Republic of Iraq",Stuart E Jones ,PAS,FA,, ,,405
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Dublin, Ireland","Ambassador, Ireland",Kevin F O'Malley ,PAS,FA,, ,,410
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Tel Aviv, Israel","Ambassador, State of Israel",Daniel Benjamin Shapiro ,PAS,FA,, ,,415
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Rome, Italy","Ambassador, Italian Republic",John R Phillips ,PAS,FA,, ,,420
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Kingston, Jamaica","Ambassador, Jamaica",Luis G Moreno ,PAS,FA,, ,,425
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Tokyo, Japan","Ambassador, Japan",Caroline Kennedy ,PAS,FA,, ,,430
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Amman, Jordan","Ambassador, Hashemite Kingdom of Jordan",Alice G Wells ,PAS,FA,, ,,435
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Astana, Kazakhstan","Ambassador, Republic of Kazakhstan",George Albert Krol ,PAS,FA,, ,,440
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Nairobi, Kenya","Ambassador, Republic of Kenya",Robert F Godec ,PAS,FA,, ,,445
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Suva, Viti Levu, Fiji","Ambassador, Republic of Kiribati",Judith B Cefkin ,PAS,FA,, ,,450
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Seoul, Korea, Republic of","Ambassador, Republic of Korea",Mark William Lippert ,PAS,FA,, ,,455
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Pristina, Kosovo","Ambassador, Republic of Kosovo",Gregory T Delawie ,PAS,FA,, ,,460
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Kuwait, Kuwait","Ambassador, State of Kuwait",Douglas Alan Silliman ,PAS,FA,, ,,465
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bishkek, Kyrgyzstan","Ambassador, Kyrgyz Republic",Sheila Gwaltney ,PAS,FA,, ,,470
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Vientiane, Laos","Ambassador, Lao People's Democratic Republic",Daniel A Clune ,PAS,FA,, ,,475
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Riga, Latvia","Ambassador, Republic of Latvia",Nancy Bikoff Pettit ,PAS,FA,, ,,480
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Beirut, Lebanon","Ambassador, Lebanese Republic",Elizabeth H Richard ,PAS,FA,, ,,485
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Maseru, Lesotho","Ambassador, Kingdom of Lesotho",Matthew T Harrington ,PAS,FA,, ,,490
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Monrovia, Liberia","Ambassador, Republic of Liberia",Christine A Elder ,PAS,FA,, ,,495
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Tripoli, Libya","Ambassador, Libya",Peter W Bodde ,PAS,FA,, ,,500
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bern, Switzerland","Ambassador, Principality of Liechtenstein",Suzan G LeVine ,PAS,FA,, ,,505
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Vilnius, Lithuania","Ambassador, Republic of Lithuania",Deborah A McCarthy ,PAS,FA,, ,,510
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Luxembourg, Luxembourg","Ambassador, Grand Duchy of Luxembourg",David McKean ,PAS,FA,, ,,515
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Skopje, Macedonia","Ambassador, Republic of Macedonia",Jess L Baily ,PAS,FA,, ,,520
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Antananarivo, Madagascar","Ambassador, Republic of Madagascar",Robert T Yamate ,PAS,FA,, ,,525
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Lilongwe, Malawi","Ambassador, Republic of Malawi",Virginia E Palmer ,PAS,FA,, ,,530
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Kuala Lumpur, Malaysia","Ambassador, Malaysia",Joseph Y Yun ,PAS,FA,, ,,535
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Colombo, Sri Lanka","Ambassador, Republic of Maldives",Atul Keshap ,PAS,FA,, ,,540
DEPARTMENT OF STATE,Office of the Under Secretary for Political Affairs,38674,38658,360,"Bamako, Mali","Ambassador, Republic of Mali",Paul A Folmsbee ,PAS,FA,, ,,545
